"아이디","강의 아이디","강의 카테고리 아이디","강의 카테고리명","강의 명","비용","강의 구분","주차 사용 여부","분반 일련번호","수강신청 상태","강의 시작 일자","등록 일자","수강신청 시작 일자","수료증 로트 명","기관 아이디","기관명","기관 구","X좌표","Y좌표","추천여부","인기여부","신규여부","상태","강의 이미지 파일 경로","수집데이터 아이디","과목 아이디","미리보기 주소","콘텐츠 아이디","회차번호","회차수"
"ASP00001","S100120260121153366","202601162391221","일본어","AI로 배우는 일본어능력시험 JLPT N2 문자어휘 2","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153366.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153366/01.mp4/playlist.m3u8","S100120260121153366","147097","1"
"ASP00001","S100120260121153390","202601167527186","고객지원/상담","(리프레시) 핵심만 콕! 고객지향 마인드와 실행전략","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153390.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153390/01.mp4/playlist.m3u8","S100120260121153390","145614","1"
"ASP00001","S100120260121153067","202601161570675","철학/문학","행복한 삶을 지속하기 위한 10가지 요소","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153067.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153067/01.mp4/playlist.m3u8","S100120260121153067","148421","1"
"ASP00001","S100120260121153191","202601163996989","데이터 사이언스","구글 애널리틱스로 데이터 분석하기","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153191.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153191/01.mp4/playlist.m3u8","S100120260121153191","144445","1"
"ASP00001","S100120260121153352","202601161945535","마케팅/영업","(리프레시) 핵심만 콕! 뉴노멀 시대의 영업 관리와 성공 기법","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153352.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153352/01.mp4/playlist.m3u8","S100120260121153352","145622","1"
"ASP00001","S100120260121153054","202601166900687","과학/환경","행운을 부르는 뇌과학","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153054.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153054/01.mp4/playlist.m3u8","S100120260121153054","148431","1"
"ASP00001","S100120260121153377","202601163996989","데이터 사이언스","[HD]프롬프트 하나로 데이터 분석 - LangChain(랭체인)으로 AI 분석 Part.2-2 대화 기록 저장, 관리 등","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153377.png","","","https://mp.itgo.co.kr/mp4/SN100112/01.mp4","S100120260121153377","145133","1"
"ASP00001","S100120260121153334","202601162391221","일본어","[다시일] 다시 시작하는 일본어회화 초급 Step 1","무료","1","N","01","2026.02.08~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153334.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153334/01.mp4/playlist.m3u8","S100120260121153334","147668","1"
"ASP00001","S100120260121153495","202601167756943","인공지능","[HD]직장인이 꼭 알아야할 AI 툴 10가지 Part.1 창업, 노무 등 다양한 분야의 법률 자문 - 애스크업(AskUp)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153495.png","","","https://mp.itgo.co.kr/mp4/M061813/01.mp4","S100120260121153495","144850","1"
"ASP00001","S100120260121153415","202601166381796","디지털 업무생산성","[HD]직장인이라면 기본으로 알아야 하는 실무활용 - PowerPoint(파워포인트)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153415.png","","","https://mp.itgo.co.kr/mp4/M110422/01.mp4","S100120260121153415","144877","1"
"ASP00001","S100120260121153113","202601162749727","예술/공예","두 마리 토끼잡는 재미있는 북아트","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153113.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153113/01.mp4/playlist.m3u8","S100120260121153113","148477","1"
"ASP00001","S100120260121153251","202601169878864","국가전문자격","청소년상담사 2급 한방에 끝내기 : 필기 3과목_심리측정 평가의 활용(2025)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153251.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153251/01.mp4/playlist.m3u8","S100120260121153251","146697","1"
"ASP00001","S100120260121153245","202601169878864","국가전문자격","청소년상담사 2급 한방에 끝내기 : 필기 4과목_이상심리(2025)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153245.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153245/01.mp4/playlist.m3u8","S100120260121153245","146719","1"
"ASP00001","S100120260121153309","202601169878864","국가전문자격","2026 [사회복지사:2교시] 지역사회복지론 (이론과정)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153309.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153309/01.mp4/playlist.m3u8","S100120260121153309","146222","1"
"ASP00001","S100120260121153300","20260116913696","소통/창의력","요즘 직장, 요즘 직원을 위한 피드백의 모든 것","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153300.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153300/01.mp4/playlist.m3u8","S100120260121153300","145774","1"
"ASP00001","S100120260121153146","202601169868422","리더십","협력 개인의 시대, 新 공존 전략","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153146.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153146/01.mp4/playlist.m3u8","S100120260121153146","144289","1"
"ASP00001","S100120260121153391","202601161945535","마케팅/영업","(리프레시) 핵심만 콕! 고객의 마음을 여는 영업과 지갑을 여는 영업","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153391.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153391/01.mp4/playlist.m3u8","S100120260121153391","145606","1"
"ASP00001","S100120260121153518","20260116931357","신체건강","손발 마사지로 병 예방하고 고치기","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153518.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153518/01.mp4/playlist.m3u8","S100120260121153518","147389","1"
"ASP00001","S100120260121153439","202601169017624","역사/문화","[세계여행] 집에서 떠나는 세계 유명 미술관 여행 - 세계 5대 박물관 및 미술관","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153439.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153439/01.mp4/playlist.m3u8","S100120260121153439","147374","1"
"ASP00001","S100120260121153358","202601169878864","국가전문자격","[사회복지사:1교시] 인간행동과 사회환경 (기출문제풀이) 2019~2025","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153358.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153358/01.mp4/playlist.m3u8","S100120260121153358","146401","1"
"ASP00001","S100120260121153498","202601167756943","인공지능","[HD]인공지능(AI) - 텍스트 기반 인공지능 챗봇 퍼플렉시티(Perplexity) 배우기","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153498.png","","","https://mp.itgo.co.kr/mp4/M061811/01.mp4","S100120260121153498","144740","1"
"ASP00001","S100120260121153069","202601164583934","금융/재테크","1등 기업 주식으로 경제적 자유 이루는 투자 방법","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153069.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153069/01.mp4/playlist.m3u8","S100120260121153069","148006","1"
"ASP00001","S100120260121153387","202601164955476","경영/기획","(리프레시) 핵심만 콕! 프레젠테이션의 핵심과 실전스킬","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153387.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153387/01.mp4/playlist.m3u8","S100120260121153387","145686","1"
"ASP00001","S100120260121153263","20260116875800","영어","속시원한 토익펀치 LC 1","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153263.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153263/01.mp4/playlist.m3u8","S100120260121153263","145974","1"
"ASP00001","S100120260121153322","202601169333472","콘텐츠 제작","[HD]Photoshop(포토샵) 2024 제대로 배우기 (기초) Part.2","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153322.png","","","https://mp.itgo.co.kr/mp4/M061802/01.mp4","S100120260121153322","145509","1"
"ASP00001","S100120260121153039","202601164955476","경영/기획","[직무 새로고침] 원가를 알면 비즈니스가 通한다","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터30일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153039.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153039/01.mp4/playlist.m3u8","S100120260121153039","147936","1"
"ASP00001","S100120260121153303","202601169878864","국가전문자격","2026 [사회복지사:2교시] 사회복지실천론 (이론과정)","무료","1","N","01","2026.02.09~2026.12.31","수강신청일로부터90일","2026.02.04","-","","S1001","서울특별시 평생교육국 평생교육과","중구","37.5645124","126.9757372","","","","ING","/upload/course/ASP00001/2026/thumbnails/S100120260121153303.png","","","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2026/S100120260121153303/01.mp4/playlist.m3u8","S100120260121153303","146209","1"
