"조서관리코드","프로젝트코드","지자체","조서유형(구분)","이전 조서관리코드","최상위 조서관리코드","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000UTZ199710071525","11000PPL199710077284","서울특별시","변경","11000UTZ199702131555","11000UTZ199702131555","지구단위계획구역","","","서대문구 남가좌동 295,104,105일대","가좌지구 상세계획구역","53700","1","16000","69700","11000NTC199710077284"
"11000UTZ199710071525","11000PPL199710077284","서울특별시","변경","11000UTZ199702131555","11000UTZ199702131555","지구단위계획구역","","","서대문구 남가좌동 295,104,105일대","가좌지구 상세계획구역","53700","1","16000","69700","11000NTC199710077284"
"11000UTZ201101242756","11000PPL201011155592","서울특별시","신설","","11000UTZ201101242756","지구단위계획구역","","","서울시 구로구 항동 일원","서울항동보금자리주택지구 제1종지구단위계획구역","","1","664431","664431","11000NTC201011155592"
"11000UTZ200704173647","11000PPL200702010736","서울특별시","신설","","11000UTZ200704173647","특별계획구역","","","중랑구 묵동 164번지, 170번지 일대","묵동지구중심 지구단위계획구역","0","","","13672","11000NTC200702010736"
"11000UTZ200306304154","11000PPL200306304497","서울특별시","변경","11000UTZ200206274304","11000UTZ200306304154","특별계획구역","","","은평구 수색동 76-14일대","","12996","","","13140","11000NTC200306304497"
"11000UTZ200811273720","11470PPL202305080003","서울특별시","변경","11000UTZ200811272472","11000UTZ199611250877","지구단위계획구역","","","양천구 김포가도 주변 (목동 514-5번지 일대)","김포가도(양천) 지구단위계획구역","140223","","","140223","11470NTC202305080001"
"11000UTZ202104130003","11000PPL202304250001","서울특별시","변경","11000UTZ202104130001","","지구단위계획구역","","","서울시 송파구 거여동 202번지 일대 ","거여2재정비촉진구역 주택재개발 지구단위계획구역","160216.1","1","745.6","160961.7","11000NTC202304250001"
"11000UTZ200601203579","11000PPL200601179549","서울특별시","신설","","11000UTZ200601203579","특별계획구역","","","상일동 131일원","고덕택지지구단위계획구역","","","","83387","11000NTC200601179549"
"11000UTZ202011090011","11000PPL202011090024","서울특별시","기정","11000UTZ199803180990","","지구단위계획구역","","","금천구 시흥동 789-1번지 일대 ","정심 생활권중심 지구단위계획구역 ","35691","","","35691","11000NTC202011090023"
"11000UTZ200505124376","11000PPL200505128185","서울특별시","변경","11000UTZ200505124375","11000UTZ200505124374","지구단위계획구역","","","신림동 1422-26,27","신림지구중심C지구단위계획구역","476.4","","","259.9","11000NTC200505128185"
"11000UTZ201203080005","11000PPL201203086436","서울특별시","신설","","11000UTZ201203080005","특별계획구역","","","역삼동 650-1번지 일대","","0","1","1446.6","1446.6","11000NTC201203086436"
"11000UTZ200603232249","11000PPL200603099759","서울특별시","신설","","11000UTZ200603232249","지구단위계획구역","","","양천구 신월동 197-2번지","신월동 197-2번지 지구단위계획구역","","","7238.4","7238.4","11000NTC200603099759"
"11000UTZ201710253471","11000PPL201404217170","서울특별시","변경","11000UTZ201101242756","11000UTZ201101242756","지구단위계획구역","","","구로구 항동 일원","서울항동공공주택지구 지구단위계획구역","664431","1","1135","665566","11000NTC201404217170"
"11000UTZ201810080109","","서울특별시","폐지","11000UTZ201003263861","11000UTZ201003263861","특별계획구역","","","행당동 4-30번지 일원","","852","2","852","","11000NTC201711160001"
"11000UTZ201107073977","11000PPL201012025681","서울특별시","신설","","11000UTZ201107073977","특별계획구역","","","용산구 원효로1가 44-7 일대","","","1","13418","13418","11000NTC201012025681"
"11440UTZ202211250002","11440PPL202401290001","마포구","변경","11440UTZ202211250001","","지구단위계획구역","","","마포구 동교동 157-1번지 ","마포구 동교동 157-1번지 역세권 활성화사업 지구단위계획구역 ","4727","","0","4727","11440NTC202401290001"
"11000UTZ200710092318","11000PPL199606106098","서울특별시","신설","","11000UTZ200710092318","지구단위계획구역","","","동대문구전농동295번지일대","전농지구  제1종지구단위계획구역","","","","60353","11000NTC199606106098"
"11000UTZ201611163366","11000PPL201609087872","서울특별시","변경","","11000UTZ199612100962","지구단위계획구역","","","동대문구 이문동 305-151","이문생활권중심 지구단위계획구역","61183","","","67183","11000NTC201609087872"
"11000UTZ201611163366","11000PPL201609087872","서울특별시","변경","","11000UTZ199612100962","지구단위계획구역","","","동대문구 이문동 305-151","이문생활권중심 지구단위계획구역","61183","","","67183","11000NTC201609087872"
"11000UTZ201611163366","11000PPL201609087872","서울특별시","변경","","11000UTZ199612100962","지구단위계획구역","","","동대문구 이문동 305-151","이문생활권중심 지구단위계획구역","61183","","","67183","11000NTC201609087872"
"11000UTZ201611163366","11000PPL201609087872","서울특별시","변경","","11000UTZ199612100962","지구단위계획구역","","","동대문구 이문동 305-151","이문생활권중심 지구단위계획구역","61183","","","67183","11000NTC201609087872"
"11000UTZ201109212882","11000PPL201109086222","서울특별시","변경","11000UTZ200811272470","11000UTZ199712131480","지구단위계획구역","","","영등포구 신길동 425-1번지 일대","신풍지구중심제1종지구단위계획구역","29076","2","29076","","11000NTC201109086222"
"11000UTZ201109212882","11000PPL201109086222","서울특별시","변경","11000UTZ200811272470","11000UTZ199712131480","지구단위계획구역","","","영등포구 신길동 425-1번지 일대","신풍지구중심제1종지구단위계획구역","29076","2","29076","","11000NTC201109086222"
"11000UTZ201109212882","11000PPL201109086222","서울특별시","변경","11000UTZ200811272470","11000UTZ199712131480","지구단위계획구역","","","영등포구 신길동 425-1번지 일대","신풍지구중심제1종지구단위계획구역","29076","2","29076","","11000NTC201109086222"
"11590UTZ200202200002","11590PPL200202202120","동작구","변경","11000UTZ201711073487","","지구단위계획구역","","","상도동 363번지 일원","상도지구 지구단위계획구역","82985","","","74079","11590NTC200202202120"
"11590UTZ202309190007","11590PPL202603030008","동작구","변경","11590UTZ202309190004","","지구단위계획구역","","","동작구 상도동 363번지 일대","상도지구 지구단위계획구역","74079","2","6","74073","11590NTC202603030008"
"11000UTZ200907292590","11000PPL200907233617","서울특별시","변경","11000UTZ199607130857","11000UTZ199607130857","지구단위계획구역","","","송파구 가락동 166번지일대","개롱 제1종지구단위계획구역","22.33","2","430","21.9","11000NTC200907233617"
"11000UTZ200907292590","11000PPL200907233617","서울특별시","변경","11000UTZ199607130857","11000UTZ199607130857","지구단위계획구역","","","송파구 가락동 166번지일대","개롱 제1종지구단위계획구역","22.33","2","430","21.9","11000NTC200907233617"
"11710UTZ202404160001","11710PPL202404160001","송파구","신설","","","지구단위계획구역","","","오금동 43번지 일원","오금현대아파트 재건축 지구단위계획구역","0","1","110232.2","110232.2","11710NTC202404160002"
"11000UTZ201909060001","11000PPL201909060005","서울특별시","변경","11000UTZ201901100082","11000UTZ201901100082","지구단위계획구역","","","성동구 행당동 87-4번지 일원","행당 지구단위계획구역 ","70677","","","70823.3","11200NTC201909060005"
"11000UTZ201909060001","11000PPL201909060005","서울특별시","변경","11000UTZ201901100082","11000UTZ201901100082","지구단위계획구역","","","성동구 행당동 87-4번지 일원","행당 지구단위계획구역 ","70677","","","70823.3","11200NTC201909060005"
"11000UTZ202011081122","11000PPL201705258123","중랑구","기정","","11000UTZ202011081122","특별계획구역","","","망우동 479번지 일대","망우지구 지구단위계획구역","8223","","","8223","11000NTC201705258123"
"11000UTZ201709254432","11000PPL200202252145","서울특별시","신설","","11000UTZ201709254432","특별계획구역","","","동작구 신대방동 686 일대","대림지구 지구단위계획구역","","1","3272.5","3272.5","11000NTC200202252145"
"11710UTZ202011100002","11710PPL202011100012","송파구","변경","11000UTZ201105232802","","지구단위계획구역","","","서울특별시 송파구 거여동 .장지동 일원","위례(서울) 지구단위계획구역","2571247.1","","","2570807","11710NTC202011100012"
"11170UTZ202310250001","11170PPL202310250004","용산구","변경","","","지구단위계획구역","","","용산구 서계동 244번지 일원","서계동 지구단위계획구역","216230","2","17056","199174","11170NTC202411110006"
"11000UTZ202207130002","11000PPL202306290003","서울특별시","폐지","11000UTZ202207130003","","지구단위계획구역","","","서초구 반포동 810번지 일대 ","반포주공1단지(1,2,4주구) 지구단위계획구역 ","370484","2","370484","0","11000NTC202310040001"
"11000UTZ201211163024","11000PPL201208026578","서울특별시","신설","","11000UTZ201211163024","지구단위계획구역","","","강남구 개포동 567-1번지 일대","개포 구룡마을 도시개발사업","","1","286929","286929","11000NTC201208026578"
"11000UTZ200206204295","11000PPL200206202718","서울특별시","변경","","11000UTZ200206204295","지구단위계획구역","","","강남구 도곡동 410, 개포동 660, 일원동 619번지 일대","개포택지개발 제1종지구단위계획구역","3654550","","","3937263","11000NTC200206202718"
"11000UTZ202111180001","11620PPL202111180001","서울특별시","기정","","11000UTZ202111180001","지구단위계획구역","","","관악구 신림동 316-55번지 일대","신림3주택재개발지구단위계획구역","35136.4","1","0","35136.4","11620NTC202111180001"
"11215UTZ202309190016","11215PPL202309190012","광진구","신설","","","특별계획구역","","","화양동 41-14번지 일대","동일로지구 지구단위계획구역","0","1","3320.4","3320.4","11215NTC202309190012"
"11000UTZ201903210016","11000PPL201903213050","서울특별시","변경","11000UTZ200910203823","11000UTZ200206274305","특별계획구역","","","증산동 223-6번지 일대 ","수색?DMC 주변지역","2061","2","486","1575","11000NTC201903213050"
"11590UTZ202309190008","11590PPL202604080008","동작구","변경","11590UTZ202309190006","","특별계획구역","","","동작구 상도동 363-117번지 일대","상도지구 지구단위계획구역","5245.9","1","0","5245.9","11590NTC202604080002"
"11650UTZ202601050002","11650PPL202601050004","서초구","폐지","11000UTZ202306290024","","특별계획구역","","","서초구 잠원동 61-2번지","반포아파트지구  지구단위계획구역","13389.1","1","0","13389.1","11650NTC202601050002"
"11000UTZ199708011486","11000PPL199708017144","서울특별시","신설","","11000UTZ199708011486","지구단위계획구역","","","중랑구 상봉동 129번지 일대","상봉생활권중심 지구단위계획구역","0","","","150000","11000NTC199708017144"
"11000UTZ200811273706","11000PPL200802211808","서울특별시","신설","","11000UTZ200811273706","특별계획구역","","","목동 603-1번지 일원","","","","","2128.1","11000NTC200802211808"
"11000UTZ200206273974","11000PPL200206272784","서울특별시","변경","11000UTZ199802091057","11000UTZ199802091057","지구단위계획구역","","","강북구 미아4, 5동70-6, 60-5번지 일원","미아삼거리역지구단위계획구역","151000","","","163475","11000NTC200206272784"
"11000UTZ200206273974","11000PPL200206272784","서울특별시","변경","11000UTZ199802091057","11000UTZ199802091057","지구단위계획구역","","","강북구 미아4, 5동70-6, 60-5번지 일원","미아삼거리역지구단위계획구역","151000","","","163475","11000NTC200206272784"
"11000UTZ202405220003","11000PPL202405220001","서울특별시","변경","11000UTZ201903210018","","특별계획구역","","","상암동 1092번지일대","수색?DMC역 주변지역 지구단위계획구역","33281","2","10771.2","22509.8","11000NTC202412270001"
"11000UTZ202001290001","11000PPL202001290001","서울특별시","변경","11000UTZ200907282589","","지구단위계획구역","","","송파구 방이동 205번지 일대","방이 지구단위계획구역","106000","","","109800","11000NTC202001290001"
"11000UTZ202009106004","11620PPL202311020001","관악구","변경","11000UTZ202009106003","11000UTZ199701271497","지구단위계획구역","","","관악구 신림동 706-22번지 일대","난곡생활권중심 지구단위계획구역","75535","","","75535","11620NTC202311020001"
"11710UTZ202404110003","11710PPL202404110002","송파구","신설","","","특별계획구역","","","가락동 158-47 일대","오금지구중심 지구단위계획구역","0","1","5757.6","5757.6","11710NTC202406180004"
"11000UTZ202006180101","11200PPL202506230007","서울특별시","변경","11000UTZ202006180044","11000UTZ202006180044","특별계획구역","","","성수동1가 671-178 일대","뚝섬주변지역 지구단위계획구역","17329","1","0","17329","11200NTC202506230007"
