"통계연도","자치구코드","자치구명","구분","구분명","소계","아동수_국공립","아동수_사회복지법인","아동수_법인단체등","아동수_민간","아동수_가정","아동수_부모협동","아동수_직장"
"2022","11000","계","3","정원충족률","74.87%","79.06%","64.64%","68.71%","71.7%","82.49%","74.16%","57.14%"
"2022","11000","계","2","아동현원수","167427","81969","991","3404","47079","21258","597","12129"
"2022","11000","계","1","아동정원수","223628","103678","1533","4954","65662","25770","805","21226"
"2021","11000","계","3","정원충족률","77.61%","82.27%","70.24%","71.37%","74.62%","79.57%","76.95%","64.19%"
"2021","11740","강동","3","정원충족률","80.69%","85.88%","91.95%","81.21%","74.3%","86.27%","90.%","69.47%"
"2021","11740","강동","2","아동현원수","10521","4623","80","134","3970","1432","18","264"
"2021","11740","강동","1","아동정원수","13038","5383","87","165","5343","1660","20","380"
"2021","11710","송파","3","정원충족률","84.44%","88.97%","77.57%","87.07%","81.09%","87.39%","81.25%","72.79%"
"2021","11710","송파","2","아동현원수","13761","5733","83","101","4477","2231","39","1097"
"2021","11710","송파","1","아동정원수","16296","6444","107","116","5521","2553","48","1507"
"2021","11680","강남","3","정원충족률","70.11%","76.39%","0.%","0.%","72.02%","80.52%","55.07%","50.87%"
"2021","11680","강남","2","아동현원수","7618","3895","0","0","1869","645","38","1171"
"2021","11680","강남","1","아동정원수","10866","5099","0","0","2595","801","69","2302"
"2021","11650","서초","3","정원충족률","74.96%","79.54%","0.%","74.26%","72.5%","88.76%","74.32%","60.66%"
"2021","11650","서초","2","아동현원수","7851","4382","0","176","1255","663","55","1320"
"2021","11650","서초","1","아동정원수","10474","5509","0","237","1731","747","74","2176"
"2021","11620","관악","3","정원충족률","74.21%","79.61%","2.44%","63.47%","71.23%","70.97%","37.5%","67.42%"
"2021","11620","관악","2","아동현원수","7007","3791","2","238","1775","775","6","420"
"2021","11620","관악","1","아동정원수","9442","4762","82","375","2492","1092","16","623"
"2021","11590","동작","3","정원충족률","80.96%","84.49%","26.98%","55.45%","78.18%","81.91%","85.71%","68.03%"
"2021","11590","동작","2","아동현원수","6782","3656","17","56","1834","960","42","217"
"2021","11590","동작","1","아동정원수","8377","4327","63","101","2346","1172","49","319"
"2021","11560","영등포","3","정원충족률","79.68%","87.64%","62.6%","62.12%","73.88%","87.22%","0.%","70.66%"
"2021","11560","영등포","2","아동현원수","9354","3963","77","41","2025","1153","0","2095"
